ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
2358,Address: 775 Rockdale Drive, San FranciscoSales price: 1275000Sales date: 09/09/2015Bedrooms: 0Square feet: 1595Lot size: 3301,775 Rockdale Dr,2,4,1595,09/09/2015,1275000,37.741144,-122.452549,Miraloma Park,7,SingleFamily,1930,1291420,"1,250,700",94127,15134424
2359,Address: 340 Gold Mine Drive, San FranciscoSales price: 1350000Sales date: 09/09/2015Bedrooms: 0Square feet: 1531Lot size: 4629,340 Gold Mine Dr,3,4,1531,09/09/2015,1350000,37.739649,-122.438969,Diamond Heights,5,SingleFamily,1968,1654512,"1,098,500",94131,15199646
2361,Address: 188 Huntington Drive, San FranciscoSales price: 1350000Sales date: 09/09/2015Bedrooms: 3Square feet: 1530Lot size: 3262,188 Huntington Dr,2,3,1530,09/09/2015,1350000,37.732468,-122.495471,Lakeshore,7,SingleFamily,1953,1285826,"1,264,800",94132,15198140
2366,Address: 88 King Street #112, San FranciscoSales price: 1200000Sales date: 09/08/2015Bedrooms: 2Square feet: 1325Lot size: 82157,88 King St APT 112,2,2,1455,09/08/2015,1200000,37.78063,-122.389635,South Beach,4,Condominium,2000,1512633,"1,286,900",94107,53165039
2368,Address: 2245 Franklin Street, San FranciscoSales price: 1700000Sales date: 09/08/2015Bedrooms: 2Square feet: 1243Lot size: 3582,2245 Franklin St,2,2,1243,09/08/2015,1700000,37.795139,-122.425309,Pacific Heights,4,Condominium,1900,1383988,"1,910,700",94109,53153196
2369,Address: 1645 Pacific Avenue #5F, San FranciscoSales price: 2535000Sales date: 09/08/2015Bedrooms: 2Square feet: 1458Lot size: 0,1645 Pacific Ave APT 5F,2,2,1458,09/08/2015,2535000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,2499767,"1,459,200",94109,123596977
2374,Address: 260 King Street #717, San FranciscoSales price: 728000Sales date: 09/04/2015Bedrooms: 0Square feet: 759Lot size: 213232,260 King St UNIT 717,1,1,750,09/04/2015,728000,37.777641,-122.393417,South of Market,2,MultiFamily2To4,2004,757102,"975,700",94107,69819628
2377,Address: 1255 California Street #205, San FranciscoSales price: 805000Sales date: 09/04/2015Bedrooms: 1Square feet: 1075Lot size: 9462,1255 California St APT 205,1.5,1,1075,09/04/2015,805000,37.790995,-122.414995,Downtown,3,Condominium,1984,865693,"807,800",94109,15068347
2378,Address: 533 Wildwood Way, San FranciscoSales price: 875000Sales date: 09/04/2015Bedrooms: 0Square feet: 1220Lot size: 2953,533 Wildwood Way,1,3,1220,09/04/2015,875000,37.727409,-122.46069,Mount Davidson Manor,6,SingleFamily,1955,1273959,"1,378,600",94112,15140700
2381,Address: 1511 Lyon Street, San FranciscoSales price: 1500000Sales date: 09/04/2015Bedrooms: 0Square feet: 2250Lot size: 3123,1511 Lyon St,2,5,2250,09/04/2015,1500000,37.785007,-122.44525,Lower Pacific Heights,9,MultiFamily2To4,1900,1630010,"1,178,700",94115,15083259
2382,Address: 2869 Clay Street, San FranciscoSales price: 1905000Sales date: 09/04/2015Bedrooms: 3Square feet: 1864Lot size: 3188,2869 Clay St,2,3,1864,09/04/2015,1905000,37.789898,-122.440223,Pacific Heights,7,Condominium,1900,2013845,"1,910,700",94115,117672829
2383,Address: 2712 41st Avenue, San FranciscoSales price: 870000Sales date: 09/04/2015Bedrooms: 2Square feet: 903Lot size: 1746,2712 41st Ave,1,2,903,09/04/2015,870000,37.736084,-122.498603,Outer Parkside,4,SingleFamily,1952,869289,"981,900",94116,15126104
2384,Address: 2296 15th Avenue, San FranciscoSales price: 1550000Sales date: 09/04/2015Bedrooms: 4Square feet: 2000Lot size: 2324,2296 15th Ave,2,4,2000,09/04/2015,1550000,37.745272,-122.471158,Inner Parkside,8,SingleFamily,1927,1564962,"1,318,200",94116,15119993
2386,Address: 935 Clayton Street, San FranciscoSales price: 1225000Sales date: 09/04/2015Bedrooms: 2Square feet: 1299Lot size: 1487,935 Clayton St,2,2,1299,09/04/2015,1225000,37.764604,-122.447704,Parnassus - Ashbury,5,Condominium,1965,1313540,"2,151,400",94117,61325154
2388,Address: 2126 Hayes Street, San FranciscoSales price: 1950000Sales date: 09/04/2015Bedrooms: 0Square feet: 7291Lot size: 4125,2126-2130 Hayes St,3.5,4,2614,09/04/2015,1950000,37.773519,-122.451579,North Panhandle,23,Condominium,1904,1803695,"1,231,800",94117,15085869
2389,Address: 3621 Washington Street, San FranciscoSales price: 7500000Sales date: 09/04/2015Bedrooms: 2Square feet: 3650Lot size: 4996,3621 Washington St,6,7,7000,09/04/2015,7500000,37.789038,-122.452614,Presidio Heights,11,SingleFamily,1925,8102884,"5,333,500",94118,15081716
2390,Address: 327 Topeka Avenue, San FranciscoSales price: 825000Sales date: 09/04/2015Bedrooms: 0Square feet: 1175Lot size: 2548,327 Topeka Ave,1,2,1175,09/04/2015,825000,37.731624,-122.395105,Bayview,5,SingleFamily,1942,640243,"731,900",94124,15157600
2391,Address: 236 North Lake Merced Hills, San FranciscoSales price: 1005000Sales date: 09/04/2015Bedrooms: 3Square feet: 2062Lot size: 1158,236 N Lake Merced Hls,3.5,4,2062,09/04/2015,1005000,37.713051,-122.481472,Lakeshore,7,Condominium,1975,974252,"1,264,800",94132,15198452
2392,Address: 138 Raymond Avenue, San FranciscoSales price: 750000Sales date: 09/04/2015Bedrooms: 0Square feet: 1445Lot size: 2495,138 Raymond Ave,2,3,1445,09/04/2015,750000,37.713029,-122.405775,Visitacion Valley,6,SingleFamily,1961,762775,"707,100",94134,15173933
2393,Address: 247 Schwerin Street, San FranciscoSales price: 1000000Sales date: 09/04/2015Bedrooms: 5Square feet: 3300Lot size: 2639,247 Schwerin St,4,5,3300,09/04/2015,1000000,37.709896,-122.411349,Visitacion Valley,10,SingleFamily,1999,1058157,"707,100",94134,15175529
2395,Address: 638 19th Street #16, San FranciscoSales price: 1398000Sales date: 09/03/2015Bedrooms: 2Square feet: 1444Lot size: 14761,638 19th St UNIT 16,2,2,1444,09/03/2015,1398000,37.762084,-122.389007,Central Waterfront - Dogpatch,4,Condominium,2007,1486987,"1,129,000",94107,79845529
2398,Address: 146 A 27th Street, San FranciscoSales price: 1350000Sales date: 09/03/2015Bedrooms: 3Square feet: 1257Lot size: 0,146A 27th St,2,3,1350,09/03/2015,1350000,37.747134,-122.423516,Noe Valley,7,Condominium,1916,1356351,"1,782,000",94110,123598422
2399,Address: 101 Lombard Street #914W, San FranciscoSales price: 1080000Sales date: 09/03/2015Bedrooms: 0Square feet: 970Lot size: 113438,101 Lombard St APT 914W,1,1,1062,09/03/2015,1080000,37.80347,-122.40409,Telegraph Hill,4,Condominium,1983,1052396,"1,238,700",94111,15065016
2403,Address: 61 Cragmont Avenue, San FranciscoSales price: 1350000Sales date: 09/03/2015Bedrooms: 0Square feet: 1214Lot size: 3080,61 Cragmont Ave,1,2,1214,09/03/2015,1350000,37.749933,-122.467712,Golden Gate Heights,5,SingleFamily,1950,1361837,"1,476,600",94116,15115404
2405,Address: 890 35th Avenue, San FranciscoSales price: 1650000Sales date: 09/03/2015Bedrooms: 0Square feet: 2360Lot size: 2247,890 35th Ave,1.5,4,2360,09/03/2015,1650000,37.772312,-122.494643,Outer Richmond,8,SingleFamily,1924,1296941,"1,214,000",94121,15099939
2406,Address: 171 20th Avenue, San FranciscoSales price: 2508000Sales date: 09/03/2015Bedrooms: 3Square feet: 2239Lot size: 3000,171 20th Ave,3,3,2239,09/03/2015,2508000,37.784682,-122.480021,Lake,8,SingleFamily,1911,2160587,"2,244,500",94121,15090217
2408,Address: 1125 Mendell Street, San FranciscoSales price: 600000Sales date: 09/03/2015Bedrooms: 2Square feet: 934Lot size: 1520,1125 Mendell St,2,3,934,09/03/2015,600000,37.736036,-122.388762,Bayview,5,SingleFamily,1908,597937,"731,900",94124,15155975
2409,Address: 55 Red Rock Way #302, San FranciscoSales price: 590000Sales date: 09/03/2015Bedrooms: 1Square feet: 830Lot size: 7396,55 Red Rock Way APT 302O,1,1,830,09/03/2015,590000,37.746035,-122.44109,Diamond Heights,3,Condominium,1972,643991,"1,098,500",94131,15199369
2410,Address: 8400 Oceanview Terrace #307, San FranciscoSales price: 635000Sales date: 09/03/2015Bedrooms: 2Square feet: 969Lot size: 325629,8400 Oceanview Ter APT 307,2,2,969,09/03/2015,635000,37.71048,-122.467645,Ingleside Heights,4,Condominium,2002,631663,"710,500",94132,67395038
2411,Address: 41 Pueblo Street, San FranciscoSales price: 730000Sales date: 09/03/2015Bedrooms: 2Square feet: 1063Lot size: 2631,41 Pueblo St,1.5,2,1063,09/03/2015,730000,37.708477,-122.416835,Visitacion Valley,4,SingleFamily,1952,539945,"707,100",94134,15175693
2413,Address: 451 Kansas Street #571, San FranciscoSales price: 842500Sales date: 09/02/2015Bedrooms: 1Square feet: 778Lot size: 80311,451 Kansas St UNIT 571,1,1,778,09/02/2015,842500,37.764114,-122.402984,Potrero Hill,4,Condominium,2007,859201,"1,277,600",94107,89238222
2414,Address: 2126 18th Street, San FranciscoSales price: 2128000Sales date: 09/02/2015Bedrooms: 0Square feet: 2081Lot size: 2495,2126 18th St,2.5,3,2081,09/02/2015,1128000,37.762367,-122.403841,Potrero Hill,9,SingleFamily,1907,2166329,"1,277,600",94107,15149129
2415,Address: 2820 Van Ness Avenue, San FranciscoSales price: 2100000Sales date: 09/02/2015Bedrooms: 0Square feet: 2300Lot size: 2722,2820 Van Ness Ave,3,3,2300,09/02/2015,2100000,37.801707,-122.424205,Russian Hill,7,SingleFamily,1919,2413522,"1,630,000",94109,15070866
2418,Address: 352 Shotwell Street, San FranciscoSales price: 1400500Sales date: 09/02/2015Bedrooms: 2Square feet: 1209Lot size: 3008,352 Shotwell St,2,2,1209,09/02/2015,1400500,37.762748,-122.416473,Mission,5,Condominium,1999,1379396,"1,185,400",94110,53734579
2419,Address: 446 Paris Street, San FranciscoSales price: 980000Sales date: 09/02/2015Bedrooms: 3Square feet: 1875Lot size: 2500,446 Paris St,2,3,1875,09/02/2015,980000,37.721814,-122.43518,Excelsior,7,SingleFamily,1948,830175,"767,600",94112,15171036
2421,Address: 3218 Rivera Street, San FranciscoSales price: 990000Sales date: 09/02/2015Bedrooms: 2Square feet: 1214Lot size: 2495,3218 Rivera St,1,2,1214,09/02/2015,990000,37.745923,-122.501022,Outer Parkside,5,SingleFamily,1947,1263089,"981,900",94116,15117058
2422,Address: 2542 44th Avenue, San FranciscoSales price: 1150000Sales date: 09/02/2015Bedrooms: 0Square feet: 1214Lot size: 3000,2542 44th Ave,2,3,1214,09/02/2015,1150000,37.739188,-122.501958,Outer Parkside,5,SingleFamily,1945,1076299,"981,900",94116,15124253
2423,Address: 356 Carl Street #B, San FranciscoSales price: 705000Sales date: 09/02/2015Bedrooms: 1Square feet: 590Lot size: 112621,356 Carl St # B,1,1,590,09/02/2015,705000,37.765465,-122.456295,Haight-Ashbury,3,Condominium,1990,704069,"1,369,500",94117,15087534
2430,Address: 173 Chilton Avenue, San FranciscoSales price: 1450000Sales date: 09/02/2015Bedrooms: 0Square feet: 768Lot size: 2495,173 Chilton Ave,2,3,1241,09/02/2015,1450000,37.733045,-122.436721,Glen Park,8,SingleFamily,1923,1463236,"1,660,200",94131,15185647
2431,Address: 301 Crescent Court #3101, San FranciscoSales price: 399000Sales date: 09/02/2015Bedrooms: 1Square feet: 804Lot size: 114388,301 Crescent Ct APT 3101,1,1,804,09/02/2015,399000,37.711276,-122.388003,Bayview,3,Condominium,2007,458909,"731,900",94134,79844532
2432,Address: 6 Mint Plaza #401A, San FranciscoSales price: 799000Sales date: 09/02/2015Bedrooms: 1Square feet: 605Lot size: 5738,6 Mint Plz APT 401A,1,1,605,09/02/2015,799000,37.78308,-122.407541,South of Market,4,Condominium,1900,806278,"975,700",94103,96033858
2439,Address: 425 1st Street #5008, San FranciscoSales price: 1325000Sales date: 09/01/2015Bedrooms: 1Square feet: 755Lot size: 56024,425 1st St UNIT 5008,1,1,755,09/01/2015,1325000,37.786064,-122.392173,South Beach,3,Condominium,2008,1164319,"1,286,900",94105,89237223
2441,Address: 88 King Street #302, San FranciscoSales price: 1230000Sales date: 09/01/2015Bedrooms: 2Square feet: 1092Lot size: 82157,88 King St UNIT 302,2,2,1165,09/01/2015,1230000,37.780628,-122.389625,South Beach,4,Condominium,2000,1406019,"1,286,900",94107,80750640
2443,Address: 566 South Van Ness Avenue #10, San FranciscoSales price: 900000Sales date: 09/01/2015Bedrooms: 2Square feet: 832Lot size: 12255,566 S Van Ness Ave APT 10,2,2,832,09/01/2015,900000,37.763992,-122.417823,Mission,5,Condominium,2007,928662,"1,185,400",94110,82785787
2444,Address: 555 Bartlett Street #312, San FranciscoSales price: 977000Sales date: 09/01/2015Bedrooms: 2Square feet: 934Lot size: 30646,555 Bartlett St APT 312,2,2,934,09/01/2015,977000,37.748497,-122.418663,Mission,4,Condominium,2009,985023,"1,185,400",94110,111921248
2445,Address: 868 Potrero Avenue, San FranciscoSales price: 1166000Sales date: 09/01/2015Bedrooms: 0Square feet: 1405Lot size: 2896,868 Potrero Ave,1,3,1405,09/01/2015,1166000,37.758249,-122.407181,Mission,6,SingleFamily,1925,1185493,"1,185,400",94110,15150286
2448,Address: 350 Madrid Street, San FranciscoSales price: 535500Sales date: 09/01/2015Bedrooms: 3Square feet: 1250Lot size: 2495,350 Madrid St,1,3,1250,09/01/2015,535500,37.724039,-122.431315,Excelsior,6,SingleFamily,1908,798050,"767,600",94112,15169570
2454,Address: 170 Scotia Avenue, San FranciscoSales price: 795000Sales date: 09/01/2015Bedrooms: 0Square feet: 1250Lot size: 2260,170 Scotia Ave,1,2,1250,09/01/2015,795000,37.73211,-122.400124,Silver Terrace,5,SingleFamily,1940,624942,"736,700",94124,15158462
2455,Address: 567 27th Street #2, San FranciscoSales price: 1510000Sales date: 09/01/2015Bedrooms: 3Square feet: 1600Lot size: 2850,567 27th St # 2,2,3,1600,09/01/2015,1510000,37.746305,-122.43275,Noe Valley,7,Condominium,1989,1547578,"1,782,000",94131,15182314
2457,Address: 6 Mint Plaza #303A, San FranciscoSales price: 899000Sales date: 09/01/2015Bedrooms: 2Square feet: 712Lot size: 5738,6 Mint Plz APT 303A,1,2,712,09/01/2015,899000,37.78308,-122.407541,South of Market,5,Condominium,1900,917525,"975,700",94103,89239337
2466,Address: 900 Bush Street #318, San FranciscoSales price: 575000Sales date: 08/31/2015Bedrooms: 1Square feet: 598Lot size: 37816,900 Bush St APT 318,2,2,600,08/31/2015,575000,37.789945,-122.412735,Downtown,4,SingleFamily,1982,616312,"807,800",94109,15069016
2467,Address: 1 Daniel Burnham Court #307, San FranciscoSales price: 578000Sales date: 08/31/2015Bedrooms: 0Square feet: 562Lot size: 46157,1 Daniel Burnham Ct APT 307,1,0,563,08/31/2015,578000,37.786755,-122.4225,Van Ness - Civic Center,2,Condominium,1988,595032,"855,500",94109,15076540
2469,Address: 1116 Greenwich Street, San FranciscoSales price: 2825000Sales date: 08/31/2015Bedrooms: 3Square feet: 1903Lot size: 2866,1116 Greenwich St,2,3,1903,08/31/2015,2825000,37.801411,-122.418158,Russian Hill,7,SingleFamily,1941,2804914,"1,630,000",94109,15064634
2470,Address: 1915 22nd Avenue, San FranciscoSales price: 1020000Sales date: 08/31/2015Bedrooms: 0Square feet: 1555Lot size: 2060,1915 22nd Ave,4,4,2000,08/31/2015,1020000,37.751865,-122.479795,Parkside,9,SingleFamily,1940,1057794,"1,112,900",94116,15114610
2475,Address: 1624 Filbert Street #1, San FranciscoSales price: 925000Sales date: 08/31/2015Bedrooms: 1Square feet: 931Lot size: 2500,1624 Filbert St APT 1,1,1,931,08/31/2015,925000,37.799442,-122.42636,Cow Hollow,3,Condominium,1925,937156,"2,151,200",94123,15071509
2477,Address: 267 Oxford Street, San FranciscoSales price: 1200000Sales date: 08/31/2015Bedrooms: 3Square feet: 1353Lot size: 3000,267 Oxford St,4,3,1353,08/31/2015,1200000,37.726616,-122.419244,Portola,7,SingleFamily,1935,1225473,"888,400",94134,15167430
2482,Address: 201 Harrison Street #711, San FranciscoSales price: 710000Sales date: 08/28/2015Bedrooms: 1Square feet: 572Lot size: 38449,201 Harrison St APT 711,1,1,795,08/28/2015,710000,37.787585,-122.39048,South Beach,2,Condominium,1991,773818,"1,286,900",94105,15148313
2484,Address: 260 King Street #1517, San FranciscoSales price: 710000Sales date: 08/28/2015Bedrooms: 0Square feet: 671Lot size: 213232,260 King St UNIT 1517,1,0,671,08/28/2015,710000,37.777641,-122.393417,South of Market,2,Condominium,2004,721229,"975,700",94107,69819697
2488,Address: 850 Powell Street #403, San FranciscoSales price: 2700000Sales date: 08/28/2015Bedrooms: 3Square feet: 2460Lot size: 11027,850 Powell St APT 403,3,3,2460,08/28/2015,2700000,37.79286,-122.40895,Nob Hill,8,Condominium,1978,2524003,"1,459,200",94108,15068208
2491,Address: 1810 Polk Street #8, San FranciscoSales price: 1900000Sales date: 08/28/2015Bedrooms: 3Square feet: 1606Lot size: 5904,1810 Polk St # 8,3,3,1606,08/28/2015,1900000,37.793685,-122.420944,Nob Hill,8,Condominium,2006,1849604,"1,459,200",94109,79846571
2493,Address: 625 Jarboe Avenue, San FranciscoSales price: 1150000Sales date: 08/28/2015Bedrooms: 0Square feet: 1125Lot size: 1873,625 Jarboe Ave,2,2,1125,08/28/2015,1150000,37.738422,-122.41222,Bernal Heights,6,SingleFamily,1909,1446560,"1,248,000",94110,15162848
2497,Address: 214 Richland Avenue, San FranciscoSales price: 1400000Sales date: 08/28/2015Bedrooms: 0Square feet: 2000Lot size: 1950,214-216 Richland Ave,4,6,2000,08/28/2015,1400000,37.735747,-122.422587,Bernal Heights,9,MultiFamily2To4,1900,1445352,"1,248,000",94110,15164343
2498,Address: 1184 Munich Street, San FranciscoSales price: 830000Sales date: 08/28/2015Bedrooms: 2Square feet: 770Lot size: 2560,1184 Munich St,1,2,770,08/28/2015,830000,37.711145,-122.437771,Crocker Amazon,4,SingleFamily,1914,798481,"823,000",94112,15178196
2499,Address: 42 Morse Street, San FranciscoSales price: 980000Sales date: 08/28/2015Bedrooms: 2Square feet: 1714Lot size: 2914,42 Morse St,1,2,1714,08/28/2015,980000,37.713618,-122.437932,Crocker Amazon,6,SingleFamily,1925,941562,"823,000",94112,15178648
2500,Address: 2126 32nd Avenue, San FranciscoSales price: 1075000Sales date: 08/28/2015Bedrooms: 0Square feet: 1854Lot size: 2996,2126 32nd Ave,1.5,3,1854,08/28/2015,1075000,37.747492,-122.489642,Parkside,7,SingleFamily,1939,1190561,"1,112,900",94116,15117505
2501,Address: 2186 9th Avenue, San FranciscoSales price: 1850000Sales date: 08/28/2015Bedrooms: 0Square feet: 2592Lot size: 3510,2186 9th Ave,3,5,2592,08/28/2015,1850000,37.748134,-122.464821,Forest Hill,9,SingleFamily,1960,1904965,"1,975,100",94116,15132541
2502,Address: 228 Laussat Street, San FranciscoSales price: 940000Sales date: 08/28/2015Bedrooms: 4Square feet: 1400Lot size: 1125,228-230 Laussat St,2,4,1400,08/28/2015,940000,37.771678,-122.430908,Hayes Valley,8,MultiFamily2To4,1890,1086927,"1,224,800",94117,15079131
2504,Address: 459 Frederick Street, San FranciscoSales price: 3295000Sales date: 08/28/2015Bedrooms: 3Square feet: 2024Lot size: 3438,459 Frederick St,2.5,3,3866,08/28/2015,3295000,37.766248,-122.451704,Haight-Ashbury,7,SingleFamily,1989,2993162,"1,369,500",94117,15087616
2507,Address: 1371 Palou Avenue, San FranciscoSales price: 761000Sales date: 08/28/2015Bedrooms: 0Square feet: 1000Lot size: 2495,1371 Palou Ave,1,2,1000,11/16/2015,3000,37.731344,-122.386797,Bayview,5,SingleFamily,1900,663667,"731,900",94124,15153741
2508,Address: 685 Victoria Street, San FranciscoSales price: 1270000Sales date: 08/28/2015Bedrooms: 0Square feet: 940Lot size: 5436,685 Victoria St,4,4,940,08/28/2015,1270000,37.722915,-122.465136,Ingleside Terrace,7,SingleFamily,1924,1104291,"1,624,900",94127,15187596
2510,Address: 90 Sussex Street, San FranciscoSales price: 1500000Sales date: 08/28/2015Bedrooms: 3Square feet: 995Lot size: 3824,90 Sussex St,2,3,1200,08/28/2015,1500000,37.737443,-122.434316,Glen Park,6,SingleFamily,1952,1859425,"1,660,200",94131,15184640
2513,Address: 298 Chestnut Street, San FranciscoSales price: 9998000Sales date: 08/28/2015Bedrooms: 4Square feet: 6166Lot size: 9369,298 Chestnut St,4,4,6166,08/28/2015,9998000,37.804652,-122.40818,Telegraph Hill,15,SingleFamily,1930,10101954,"1,238,700",94133,15063830
2514,Address: 607 Silver Avenue, San FranciscoSales price: 658000Sales date: 08/28/2015Bedrooms: 2Square feet: 862Lot size: 2308,607 Silver Ave,1,2,862,08/28/2015,658000,37.728978,-122.423692,Excelsior,4,SingleFamily,1942,691908,"767,600",94134,15166357
2515,Address: 1273 Silver Avenue, San FranciscoSales price: 755000Sales date: 08/28/2015Bedrooms: 0Square feet: 1476Lot size: 1873,1273 Silver Ave,1,3,1476,08/28/2015,755000,37.730866,-122.411254,Portola,7,SingleFamily,1922,843808,"888,400",94134,15165860
2516,Address: 1225 Goettingen Street, San FranciscoSales price: 800000Sales date: 08/28/2015Bedrooms: 0Square feet: 1091Lot size: 2996,1225 Goettingen St,2,3,1230,08/28/2015,800000,37.716965,-122.402138,Visitacion Valley,6,SingleFamily,1924,807496,"707,100",94134,15173143
2517,Address: 569 Holyoke Street, San FranciscoSales price: 930000Sales date: 08/28/2015Bedrooms: 0Square feet: 1500Lot size: 2996,569 Holyoke St,2,3,1500,08/28/2015,930000,37.724394,-122.407404,Portola,6,SingleFamily,1948,932698,"888,400",94134,15170431
2518,Address: 601 Van Ness Avenue #230, San FranciscoSales price: 585000Sales date: 08/27/2015Bedrooms: 1Square feet: 677Lot size: 105806,601 Van Ness Ave APT 230,1,1,677,08/27/2015,585000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,689586,"855,500",94102,15077754
2519,Address: 6 Mint Plaza #802A, San FranciscoSales price: 2745000Sales date: 08/27/2015Bedrooms: 3Square feet: 1679Lot size: 5738,6 Mint Plz APT 802A,3,3,1679,08/27/2015,2745000,37.78308,-122.407541,South of Market,6,Condominium,1900,2211254,"975,700",94103,89239970
2521,Address: 631 Folsom Street #5F, San FranciscoSales price: 1350000Sales date: 08/27/2015Bedrooms: 2Square feet: 1190Lot size: 38089,631 Folsom St APT 5F,2,2,1190,08/27/2015,1350000,37.784713,-122.396873,Yerba Buena,5,Condominium,2009,1465498,"1,006,900",94107,89237556
2522,Address: 835 Wisconsin Street, San FranciscoSales price: 1420000Sales date: 08/27/2015Bedrooms: 3Square feet: 1125Lot size: 2500,835 Wisconsin St,1,3,1125,08/27/2015,1420000,37.756784,-122.398575,Potrero Hill,5,SingleFamily,1905,1344001,"1,277,600",94107,15151696
2525,Address: 719 Frederick Street, San FranciscoSales price: 840000Sales date: 08/27/2015Bedrooms: 2Square feet: 790Lot size: 112621,719 Frederick St,1,2,790,08/27/2015,840000,37.765465,-122.456295,Haight-Ashbury,5,Condominium,1990,799188,"1,369,500",94117,15087482
2526,Address: 556 20th Avenue, San FranciscoSales price: 1115000Sales date: 08/27/2015Bedrooms: 2Square feet: 1153Lot size: 3037,556 20th Ave,1,2,1153,08/27/2015,1115000,37.777387,-122.478834,Central Richmond,5,SingleFamily,1923,1088628,"1,485,300",94121,59700287
2527,Address: 335 Noriega Street, San FranciscoSales price: 1200000Sales date: 08/27/2015Bedrooms: 2Square feet: 1149Lot size: 2500,335 Noriega St,1,2,1149,08/27/2015,1200000,37.754395,-122.467336,Inner Sunset,5,SingleFamily,1951,1203390,"1,357,900",94122,15111890
2528,Address: 3630 Irving Street, San FranciscoSales price: 1300000Sales date: 08/27/2015Bedrooms: 0Square feet: 2150Lot size: 1875,3630-3632 Irving St,2,4,2150,08/27/2015,1300000,37.762899,-122.497005,Outer Sunset,10,MultiFamily2To4,1947,1314480,"1,031,800",94122,15101285
2529,Address: 955 Corbett Avenue #9, San FranciscoSales price: 770000Sales date: 08/27/2015Bedrooms: 1Square feet: 722Lot size: 10038,955-959 Corbett Ave #9,1,1,722,08/28/2015,770000,37.751588,-122.443389,Twin Peaks,3,Condominium,1949,719499,"1,180,100",94131,15131815
2533,Address: 250 King Street #1214, San FranciscoSales price: 839500Sales date: 08/26/2015Bedrooms: 1Square feet: 962Lot size: 213232,250 King St UNIT 1214,1,1,962,08/26/2015,839500,37.777641,-122.393417,South of Market,3,Condominium,2004,985586,"975,700",94107,80751560
2534,Address: 1301 Indiana Street #202, San FranciscoSales price: 1400000Sales date: 08/26/2015Bedrooms: 3Square feet: 1373Lot size: 0,1301 Indiana St UNIT 202,2,3,1373,08/26/2015,1400000,37.754439,-122.390812,Central Waterfront - Dogpatch,5,Condominium,2012,1404007,"1,129,000",94107,119584674
2536,Address: 101 Eastwood Drive, San FranciscoSales price: 1500000Sales date: 08/26/2015Bedrooms: 3Square feet: 1640Lot size: 3598,101 Eastwood Dr,2,3,1755,08/26/2015,1500000,37.727718,-122.457603,Westwood Park,6,SingleFamily,1919,1475704,"1,215,700",94112,15140594
2537,Address: 153 Clipper Street, San FranciscoSales price: 1850000Sales date: 08/26/2015Bedrooms: 2Square feet: 1004Lot size: 3040,153 Clipper St,2,2,1200,08/26/2015,1850000,37.748979,-122.42838,Noe Valley,6,SingleFamily,1906,1932040,"1,782,000",94114,15181416
2538,Address: 62 Cragmont Avenue, San FranciscoSales price: 1450000Sales date: 08/26/2015Bedrooms: 3Square feet: 1734Lot size: 2996,62 Cragmont Ave,2,3,1764,08/26/2015,1450000,37.750149,-122.467159,Golden Gate Heights,7,SingleFamily,1954,1510766,"1,476,600",94116,15115392
2539,Address: 490 33rd Avenue #201, San FranciscoSales price: 628000Sales date: 08/26/2015Bedrooms: 1Square feet: 686Lot size: 12000,490 33rd Ave APT 201,1,1,686,08/26/2015,628000,37.78002,-122.49301,Outer Richmond,3,Condominium,1980,625043,"1,214,000",94121,15092289
2541,Address: 715 Foerster Street, San FranciscoSales price: 1495000Sales date: 08/26/2015Bedrooms: 4Square feet: 1604Lot size: 3354,715 Foerster St,2.5,4,1909,08/26/2015,1495000,37.734141,-122.449219,Miraloma Park,10,SingleFamily,1960,1693638,"1,250,700",94127,15136933
2542,Address: 15 Red Rock Way #312N, San FranciscoSales price: 725000Sales date: 08/26/2015Bedrooms: 1Square feet: 830Lot size: 7132,15 Red Rock Way APT N312,1,1,830,08/26/2015,725000,37.746489,-122.440955,Diamond Heights,3,Condominium,1972,706638,"1,098,500",94131,15199344
2543,Address: 1473 Church Street, San FranciscoSales price: 1700000Sales date: 08/26/2015Bedrooms: 0Square feet: 2010Lot size: 2374,1473 Church St,2,5,2010,08/26/2015,1700000,37.747314,-122.426696,Noe Valley,7,SingleFamily,1923,1711737,"1,782,000",94131,15181984
2547,Address: 499 33rd Avenue #203, San FranciscoSales price: 1150000Sales date: 08/24/2015Bedrooms: 4Square feet: 2377Lot size: 13250,499 33rd Ave APT 203,4,4,1648,08/24/2015,1150000,37.77999,-122.49369,Outer Richmond,7,Condominium,2004,1103513,"1,214,000",94121,64972334
2551,Address: 170 King Street #802, San FranciscoSales price: 1295000Sales date: 08/14/2015Bedrooms: 2Square feet: 1006Lot size: 42969,170 King St UNIT 802,2,2,1006,08/14/2015,1295000,37.77898,-122.391754,South Beach,4,Condominium,2007,1301088,"1,286,900",94107,82786329
